codigo;descripcion_aperturas;clasificador;periodo;indice_ipc;v_m_ipc;v_i_a_ipc;region
04.5;Electricidad, gas y otros combustibles;Grupos;2021-05-01;494,4385;0,8;10,3;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2021-05-01;479,2007;3,7;17,3;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2021-05-01;575,9259;1,2;18,7;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2021-05-01;583,8452;-2,6;15,9;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2021-05-01;580,0917;0,8;15,9;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-05-01;401,8805;2,7;33,4;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-05-01;411,8996;2,3;35,1;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-05-01;415,6440;2,8;35,5;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-05-01;399,4135;2,7;31,9;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-05-01;389,8123;0,8;30,1;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-05-01;642,8497;4,6;61,7;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-05-01;628,0056;4,4;60,0;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-05-01;633,6028;4,7;60,0;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-05-01;627,3260;4,8;59,1;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-05-01;650,3925;3,8;56,6;Patagonia
07.1;Adquisición de vehículos;Grupos;2021-05-01;732,4978;4,9;78,4;Pampeana
07.1;Adquisición de vehículos;Grupos;2021-05-01;700,3429;5,4;74,1;Noreste
07.1;Adquisición de vehículos;Grupos;2021-05-01;705,1486;3,3;79,6;Noroeste
07.1;Adquisición de vehículos;Grupos;2021-05-01;779,2489;7,3;93,3;Cuyo
07.1;Adquisición de vehículos;Grupos;2021-05-01;716,6529;5,0;78,4;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-05-01;501,6959;6,8;63,5;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-05-01;513,7456;5,4;62,8;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-05-01;502,8718;7,2;63,7;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-05-01;515,5802;8,4;67,0;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-05-01;553,6511;5,9;56,4;Patagonia
07.3;Transporte público;Grupos;2021-05-01;425,2731;3,7;31,8;Pampeana
07.3;Transporte público;Grupos;2021-05-01;423,1720;0,0;20,6;Noreste
07.3;Transporte público;Grupos;2021-05-01;376,8948;2,9;28,1;Noroeste
07.3;Transporte público;Grupos;2021-05-01;492,5586;6,3;43,5;Cuyo
07.3;Transporte público;Grupos;2021-05-01;353,4967;8,4;28,1;Patagonia
08.3;Servicios de telefonía e internet;Grupos;2021-05-01;428,8129;0,1;17,8;Pampeana
08.3;Servicios de telefonía e internet;Grupos;2021-05-01;412,6533;2,3;23,8;Noreste
08.3;Servicios de telefonía e internet;Grupos;2021-05-01;449,8153;1,0;18,0;Noroeste
08.3;Servicios de telefonía e internet;Grupos;2021-05-01;399,2256;0,6;20,5;Cuyo
08.3;Servicios de telefonía e internet;Grupos;2021-05-01;392,1467;1,5;21,8;Patagonia
09.4;Servicios recreativos y culturales;Grupos;2021-05-01;437,7601;2,6;57,4;Pampeana
09.4;Servicios recreativos y culturales;Grupos;2021-05-01;361,8857;5,5;32,4;Noreste
09.4;Servicios recreativos y culturales;Grupos;2021-05-01;409,7416;1,9;28,1;Noroeste
09.4;Servicios recreativos y culturales;Grupos;2021-05-01;373,8741;3,2;26,8;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2021-05-01;378,5512;2,2;31,8;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2021-05-01;439,9611;2,8;45,7;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2021-05-01;490,2584;2,4;36,0;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2021-05-01;442,0381;3,1;46,5;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2021-05-01;472,4142;3,0;30,8;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2021-05-01;434,4236;4,1;34,6;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-05-01;431,2241;2,6;48,7;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-05-01;431,5476;2,3;49,2;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-05-01;451,0319;4,4;50,0;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-05-01;478,3294;4,4;56,7;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-05-01;391,7105;3,6;42,0;Patagonia
12.1;Cuidado personal;Grupos;2021-05-01;432,4077;3,8;31,0;Pampeana
12.1;Cuidado personal;Grupos;2021-05-01;445,0581;2,9;31,8;Noreste
12.1;Cuidado personal;Grupos;2021-05-01;422,9916;3,2;28,8;Noroeste
12.1;Cuidado personal;Grupos;2021-05-01;431,4333;1,5;28,6;Cuyo
12.1;Cuidado personal;Grupos;2021-05-01;416,9588;1,6;25,1;Patagonia
01.1.1;Pan y cereales;Clase;2021-05-01;467,2049;3,4;41,1;Pampeana
01.1.1;Pan y cereales;Clase;2021-05-01;456,2796;3,3;36,0;Noreste
01.1.1;Pan y cereales;Clase;2021-05-01;459,4604;3,4;38,2;Noroeste
01.1.1;Pan y cereales;Clase;2021-05-01;490,1956;4,1;42,2;Cuyo
01.1.1;Pan y cereales;Clase;2021-05-01;436,4492;2,7;34,5;Patagonia
01.1.2;Carnes y derivados;Clase;2021-05-01;549,3839;3,9;75,8;Pampeana
01.1.2;Carnes y derivados;Clase;2021-05-01;575,2120;2,7;74,3;Noreste
01.1.2;Carnes y derivados;Clase;2021-05-01;561,4562;3,9;74,6;Noroeste
01.1.2;Carnes y derivados;Clase;2021-05-01;564,4588;3,7;75,2;Cuyo
01.1.2;Carnes y derivados;Clase;2021-05-01;472,4008;3,1;64,3;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;2021-05-01;497,7982;4,9;38,8;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;2021-05-01;512,6463;3,3;44,5;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;2021-05-01;506,7580;3,3;31,7;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;2021-05-01;507,7785;5,6;39,1;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;2021-05-01;486,2232;4,5;37,3;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;2021-05-01;523,6602;5,1;62,1;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;2021-05-01;695,2954;4,7;92,3;Noreste
01.1.5;Aceites, grasas y manteca;Clase;2021-05-01;629,4056;4,6;67,4;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;2021-05-01;557,1781;5,7;62,1;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;2021-05-01;490,9046;2,9;53,6;Patagonia
01.1.6;Frutas;Clase;2021-05-01;525,6802;-4,4;61,1;Pampeana
01.1.6;Frutas;Clase;2021-05-01;528,3817;-1,4;81,2;Noreste
01.1.6;Frutas;Clase;2021-05-01;488,6840;-4,2;70,0;Noroeste
01.1.6;Frutas;Clase;2021-05-01;536,9626;-3,6;68,1;Cuyo
01.1.6;Frutas;Clase;2021-05-01;502,6851;-0,6;64,8;Patagonia
01.1.7;Verduras, tubérculos y legumbres;Clase;2021-05-01;476,3777;1,9;36,1;Pampeana
01.1.7;Verduras, tubérculos y legumbres;Clase;2021-05-01;502,5648;1,4;42,3;Noreste
01.1.7;Verduras, tubérculos y legumbres;Clase;2021-05-01;481,0266;3,8;28,2;Noroeste
01.1.7;Verduras, tubérculos y legumbres;Clase;2021-05-01;493,3041;1,9;29,0;Cuyo
01.1.7;Verduras, tubérculos y legumbres;Clase;2021-05-01;422,0338;4,9;40,4;Patagonia
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2021-05-01;465,5911;2,3;30,0;Pampeana
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2021-05-01;468,5384;2,0;22,1;Noreste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2021-05-01;487,3182;2,6;30,1;Noroeste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2021-05-01;477,4591;3,3;33,6;Cuyo
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2021-05-01;455,6677;2,7;34,8;Patagonia
01.2.1;Café, té, yerba y cacao;Clase;2021-05-01;539,9462;4,1;47,5;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;2021-05-01;608,4033;3,4;61,7;Noreste
01.2.1;Café, té, yerba y cacao;Clase;2021-05-01;515,7803;4,3;47,8;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;2021-05-01;483,5864;3,2;39,7;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;2021-05-01;546,6141;3,7;50,7;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-05-01;436,9802;2,2;35,4;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-05-01;433,9508;4,0;42,9;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-05-01;416,5852;3,0;35,6;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-05-01;446,3589;2,4;36,7;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-05-01;440,1193;1,5;31,7;Patagonia
04.1.1;Alquiler de la vivienda;Clase;2021-05-01;295,0681;1,7;31,1;Pampeana
04.1.1;Alquiler de la vivienda;Clase;2021-05-01;324,5591;1,5;28,4;Noreste
04.1.1;Alquiler de la vivienda;Clase;2021-05-01;291,5848;1,4;27,4;Noroeste
04.1.1;Alquiler de la vivienda;Clase;2021-05-01;303,7309;1,3;31,5;Cuyo
04.1.1;Alquiler de la vivienda;Clase;2021-05-01;287,5217;1,0;24,6;Patagonia
06.4.1;Gastos de prepagas;Clase;2021-05-01;370,0499;4,2;24,9;Pampeana
06.4.1;Gastos de prepagas;Clase;2021-05-01;383,3015;4,7;29,0;Noreste
06.4.1;Gastos de prepagas;Clase;2021-05-01;363,9062;4,7;22,9;Noroeste
06.4.1;Gastos de prepagas;Clase;2021-05-01;377,1702;7,1;24,9;Cuyo
06.4.1;Gastos de prepagas;Clase;2021-05-01;408,3896;5,5;24,4;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2021-05-01;497,9795;7,2;66,2;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2021-05-01;501,3279;5,3;59,6;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2021-05-01;489,7995;7,4;62,8;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2021-05-01;497,0666;9,0;65,3;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2021-05-01;554,3756;6,4;56,6;Patagonia
0;Nivel general;Nivel general;2021-05-01;456,7856;3,4;46,8;GBA
01;Alimentos y bebidas no alcohólicas;Divisiones;2021-05-01;485,7727;3,1;47,2;GBA
02;Bebidas alcohólicas y tabaco;Divisiones;2021-05-01;383,2759;1,1;44,4;GBA
03;Prendas de vestir y calzado;Divisiones;2021-05-01;480,4131;0,2;67,4;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2021-05-01;391,8900;2,7;25,0;GBA
05;Equipamiento y mantenimiento del hogar;Divisiones;2021-05-01;474,3771;2,2;53,2;GBA
06;Salud;Divisiones;2021-05-01;482,7101;5,3;47,1;GBA
07;Transporte;Divisiones;2021-05-01;479,0633;6,3;56,8;GBA
08;Comunicación;Divisiones;2021-05-01;440,3408;1,6;19,5;GBA
09;Recreación y cultura;Divisiones;2021-05-01;458,7188;3,8;52,6;GBA
10;Educación;Divisiones;2021-05-01;445,9948;2,7;39,8;GBA
11;Restaurantes y hoteles;Divisiones;2021-05-01;424,6215;4,5;49,2;GBA
12;Bienes y servicios varios;Divisiones;2021-05-01;416,2814;2,5;35,4;GBA
01.1;Alimentos;Grupos;2021-05-01;499,2964;3,0;49,4;GBA
01.2;Bebidas no alcohólicas;Grupos;2021-05-01;397,2118;3,3;30,7;GBA
02.1;Bebidas alcohólicas;Grupos;2021-05-01;335,8732;3,1;48,3;GBA
02.2;Tabaco;Grupos;2021-05-01;419,6306;0,0;42,1;GBA
03.1;Prendas de vestir y materiales;Grupos;2021-05-01;489,5478;0,5;71,0;GBA
03.2;Calzado;Grupos;2021-05-01;453,5070;-0,6;56,9;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-05-01;331,6092;2,2;30,4;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;2021-05-01;544,3545;3,5;70,5;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;2021-05-01;505,8136;3,5;8,0;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-05-01;398,6265;2,3;33,7;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-05-01;627,1808;5,8;63,0;GBA
07.1;Adquisición de vehículos;Grupos;2021-05-01;707,5316;5,6;85,8;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-05-01;491,2506;9,5;64,0;GBA
07.3;Transporte público;Grupos;2021-05-01;322,6286;1,6;21,0;GBA
08.3;Servicios de telefonía e internet;Grupos;2021-05-01;435,2738;1,7;18,5;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;2021-05-01;547,1088;2,4;54,5;GBA
09.4;Servicios recreativos y culturales;Grupos;2021-05-01;420,9676;4,9;56,7;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2021-05-01;432,6704;4,4;45,2;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-05-01;427,2987;4,5;50,3;GBA
12.1;Cuidado personal;Grupos;2021-05-01;428,5178;2,3;34,6;GBA
01.1.1;Pan y cereales;Clase;2021-05-01;453,1714;3,9;38,6;GBA
01.1.2;Carnes y derivados;Clase;2021-05-01;549,9065;4,4;72,9;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;2021-05-01;481,9577;2,8;37,6;GBA
01.1.5;Aceites, grasas y manteca;Clase;2021-05-01;474,0736;3,9;43,6;GBA
01.1.6;Frutas;Clase;2021-05-01;504,9281;-8,5;56,7;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;2021-05-01;501,8085;4,9;33,1;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2021-05-01;414,5306;2,3;23,1;GBA
01.2.1;Café, té, yerba y cacao;Clase;2021-05-01;496,4043;4,5;43,9;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-05-01;369,3963;2,8;26,4;GBA
04.1.1;Alquiler de la vivienda;Clase;2021-05-01;332,1374;3,4;38,6;GBA
06.4.1;Gastos de prepagas;Clase;2021-05-01;374,2577;5,5;25,5;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2021-05-01;489,7366;11,3;67,7;GBA
0;Nivel general;Nivel general;2021-06-01;492,9290;3,2;51,9;Pampeana
0;Nivel general;Nivel general;2021-06-01;500,6446;2,9;51,8;Noreste
0;Nivel general;Nivel general;2021-06-01;496,7202;3,3;50,7;Noroeste
0;Nivel general;Nivel general;2021-06-01;507,4581;3,5;53,8;Cuyo
0;Nivel general;Nivel general;2021-06-01;478,1109;3,4;49,7;Patagonia
01;Alimentos y bebidas no alcohólicas;Divisiones;2021-06-01;520,1609;3,0;55,9;Pampeana
01;Alimentos y bebidas no alcohólicas;Divisiones;2021-06-01;538,0776;2,6;57,4;Noreste
01;Alimentos y bebidas no alcohólicas;Divisiones;2021-06-01;522,8622;3,4;53,5;Noroeste
01;Alimentos y bebidas no alcohólicas;Divisiones;2021-06-01;538,9294;3,9;56,3;Cuyo
01;Alimentos y bebidas no alcohólicas;Divisiones;2021-06-01;477,6794;3,2;50,5;Patagonia
02;Bebidas alcohólicas y tabaco;Divisiones;2021-06-01;402,9758;5,0;49,6;Pampeana
02;Bebidas alcohólicas y tabaco;Divisiones;2021-06-01;416,2269;7,2;51,7;Noreste
02;Bebidas alcohólicas y tabaco;Divisiones;2021-06-01;409,6547;5,2;50,4;Noroeste
02;Bebidas alcohólicas y tabaco;Divisiones;2021-06-01;410,9198;5,7;50,0;Cuyo
02;Bebidas alcohólicas y tabaco;Divisiones;2021-06-01;408,0309;5,0;46,5;Patagonia
03;Prendas de vestir y calzado;Divisiones;2021-06-01;490,7892;3,2;64,6;Pampeana
03;Prendas de vestir y calzado;Divisiones;2021-06-01;439,5882;1,6;61,6;Noreste
03;Prendas de vestir y calzado;Divisiones;2021-06-01;470,2778;2,4;62,5;Noroeste
03;Prendas de vestir y calzado;Divisiones;2021-06-01;472,4521;4,1;68,5;Cuyo
03;Prendas de vestir y calzado;Divisiones;2021-06-01;448,2561;3,3;65,8;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2021-06-01;420,2523;2,6;28,8;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2021-06-01;443,1655;2,0;27,7;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2021-06-01;496,3282;4,5;31,6;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2021-06-01;477,1546;3,1;34,0;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2021-06-01;436,7072;1,3;26,7;Patagonia
05;Equipamiento y mantenimiento del hogar;Divisiones;2021-06-01;481,5706;3,1;48,3;Pampeana
05;Equipamiento y mantenimiento del hogar;Divisiones;2021-06-01;494,7746;3,4;48,6;Noreste
05;Equipamiento y mantenimiento del hogar;Divisiones;2021-06-01;473,3749;3,3;48,0;Noroeste
05;Equipamiento y mantenimiento del hogar;Divisiones;2021-06-01;481,5851;3,5;51,4;Cuyo
05;Equipamiento y mantenimiento del hogar;Divisiones;2021-06-01;501,8961;3,4;54,1;Patagonia
06;Salud;Divisiones;2021-06-01;556,9774;4,0;54,4;Pampeana
06;Salud;Divisiones;2021-06-01;583,2893;4,5;57,3;Noreste
06;Salud;Divisiones;2021-06-01;571,2673;4,6;57,6;Noroeste
06;Salud;Divisiones;2021-06-01;573,2985;4,1;57,6;Cuyo
06;Salud;Divisiones;2021-06-01;542,1440;2,7;49,7;Patagonia
07;Transporte;Divisiones;2021-06-01;569,0351;3,2;64,4;Pampeana
07;Transporte;Divisiones;2021-06-01;563,8334;2,7;61,4;Noreste
07;Transporte;Divisiones;2021-06-01;522,2847;3,3;62,7;Noroeste
07;Transporte;Divisiones;2021-06-01;587,3537;2,0;70,7;Cuyo
07;Transporte;Divisiones;2021-06-01;605,5423;5,0;66,2;Patagonia
08;Comunicación;Divisiones;2021-06-01;465,9338;7,1;26,8;Pampeana
08;Comunicación;Divisiones;2021-06-01;470,6889;6,1;33,7;Noreste
08;Comunicación;Divisiones;2021-06-01;495,8996;6,7;29,0;Noroeste
08;Comunicación;Divisiones;2021-06-01;445,5793;7,1;31,1;Cuyo
08;Comunicación;Divisiones;2021-06-01;440,8912;8,8;33,7;Patagonia
09;Recreación y cultura;Divisiones;2021-06-01;473,1483;2,6;54,3;Pampeana
09;Recreación y cultura;Divisiones;2021-06-01;469,4647;3,2;43,8;Noreste
09;Recreación y cultura;Divisiones;2021-06-01;455,3950;1,7;42,4;Noroeste
09;Recreación y cultura;Divisiones;2021-06-01;462,5729;2,9;41,5;Cuyo
09;Recreación y cultura;Divisiones;2021-06-01;456,1597;2,8;45,5;Patagonia
10;Educación;Divisiones;2021-06-01;389,0534;1,6;40,1;Pampeana
10;Educación;Divisiones;2021-06-01;441,8844;0,9;37,1;Noreste
10;Educación;Divisiones;2021-06-01;458,1922;0,4;37,1;Noroeste
10;Educación;Divisiones;2021-06-01;373,7380;1,9;30,8;Cuyo
10;Educación;Divisiones;2021-06-01;345,2369;0,7;28,8;Patagonia
11;Restaurantes y hoteles;Divisiones;2021-06-01;444,5550;3,5;49,6;Pampeana
11;Restaurantes y hoteles;Divisiones;2021-06-01;439,8637;2,2;48,7;Noreste
11;Restaurantes y hoteles;Divisiones;2021-06-01;462,5243;2,9;50,5;Noroeste
11;Restaurantes y hoteles;Divisiones;2021-06-01;491,4731;3,8;57,7;Cuyo
11;Restaurantes y hoteles;Divisiones;2021-06-01;403,5578;3,2;43,3;Patagonia
12;Bienes y servicios varios;Divisiones;2021-06-01;424,1241;2,4;31,9;Pampeana
12;Bienes y servicios varios;Divisiones;2021-06-01;446,9509;2,6;32,5;Noreste
12;Bienes y servicios varios;Divisiones;2021-06-01;423,8888;1,0;31,8;Noroeste
12;Bienes y servicios varios;Divisiones;2021-06-01;422,7502;1,8;29,5;Cuyo
12;Bienes y servicios varios;Divisiones;2021-06-01;420,3850;3,0;27,7;Patagonia
01.1;Alimentos;Grupos;2021-06-01;524,8986;3,0;57,4;Pampeana
01.1;Alimentos;Grupos;2021-06-01;543,0456;2,5;58,3;Noreste
01.1;Alimentos;Grupos;2021-06-01;534,8406;3,5;55,5;Noroeste
01.1;Alimentos;Grupos;2021-06-01;547,0324;4,0;58,0;Cuyo
01.1;Alimentos;Grupos;2021-06-01;477,4599;3,3;51,7;Patagonia
01.2;Bebidas no alcohólicas;Grupos;2021-06-01;478,4177;2,7;42,2;Pampeana
01.2;Bebidas no alcohólicas;Grupos;2021-06-01;494,8164;3,4;49,5;Noreste
01.2;Bebidas no alcohólicas;Grupos;2021-06-01;439,5523;2,0;38,6;Noroeste
01.2;Bebidas no alcohólicas;Grupos;2021-06-01;468,9448;3,1;40,8;Cuyo
01.2;Bebidas no alcohólicas;Grupos;2021-06-01;479,7243;2,5;40,0;Patagonia
02.1;Bebidas alcohólicas;Grupos;2021-06-01;376,6930;4,5;62,4;Pampeana
02.1;Bebidas alcohólicas;Grupos;2021-06-01;407,4497;8,3;62,1;Noreste
02.1;Bebidas alcohólicas;Grupos;2021-06-01;387,6585;4,5;66,5;Noroeste
02.1;Bebidas alcohólicas;Grupos;2021-06-01;381,3201;5,8;66,9;Cuyo
02.1;Bebidas alcohólicas;Grupos;2021-06-01;376,1854;3,5;57,3;Patagonia
02.2;Tabaco;Grupos;2021-06-01;426,4430;5,5;40,9;Pampeana
02.2;Tabaco;Grupos;2021-06-01;427,3915;5,9;40,7;Noreste
02.2;Tabaco;Grupos;2021-06-01;426,8125;5,7;40,7;Noroeste
02.2;Tabaco;Grupos;2021-06-01;430,5258;5,7;41,5;Cuyo
02.2;Tabaco;Grupos;2021-06-01;429,2178;5,9;40,9;Patagonia
03.1;Prendas de vestir y materiales;Grupos;2021-06-01;490,5517;2,7;66,4;Pampeana
03.1;Prendas de vestir y materiales;Grupos;2021-06-01;457,5400;1,7;62,3;Noreste
03.1;Prendas de vestir y materiales;Grupos;2021-06-01;498,8738;2,3;62,6;Noroeste
03.1;Prendas de vestir y materiales;Grupos;2021-06-01;451,8997;3,5;67,8;Cuyo
03.1;Prendas de vestir y materiales;Grupos;2021-06-01;452,3277;3,1;72,5;Patagonia
03.2;Calzado;Grupos;2021-06-01;491,4519;4,6;59,8;Pampeana
03.2;Calzado;Grupos;2021-06-01;400,1687;1,4;59,8;Noreste
03.2;Calzado;Grupos;2021-06-01;410,3350;2,7;62,3;Noroeste
03.2;Calzado;Grupos;2021-06-01;526,7767;5,6;70,3;Cuyo
03.2;Calzado;Grupos;2021-06-01;438,8084;3,6;51,8;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-06-01;305,9101;2,6;31,4;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-06-01;332,7943;2,4;28,9;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-06-01;317,2900;7,8;34,2;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-06-01;312,4012;2,3;32,7;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-06-01;291,3810;0,8;23,5;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;2021-06-01;510,5296;3,3;14,5;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2021-06-01;484,3984;1,1;18,5;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2021-06-01;602,3061;4,6;24,1;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2021-06-01;605,5934;3,7;20,9;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2021-06-01;585,6350;1,0;15,5;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-06-01;415,1788;3,3;37,6;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-06-01;427,4235;3,8;37,2;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-06-01;430,2767;3,5;39,6;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-06-01;411,5876;3,0;36,1;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;2021-06-01;405,4073;4,0;34,5;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-06-01;673,2505;4,7;64,5;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-06-01;657,6639;4,7;62,9;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-06-01;664,9212;4,9;64,1;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-06-01;655,9636;4,6;63,2;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-06-01;679,0121;4,4;60,4;Patagonia
07.1;Adquisición de vehículos;Grupos;2021-06-01;761,2962;3,9;75,5;Pampeana
07.1;Adquisición de vehículos;Grupos;2021-06-01;728,3792;4,0;80,4;Noreste
07.1;Adquisición de vehículos;Grupos;2021-06-01;740,0827;5,0;88,4;Noroeste
07.1;Adquisición de vehículos;Grupos;2021-06-01;783,1541;0,5;86,4;Cuyo
07.1;Adquisición de vehículos;Grupos;2021-06-01;760,4890;6,1;82,1;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-06-01;518,0462;3,3;68,3;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-06-01;526,7842;2,5;65,8;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-06-01;516,6292;2,7;66,9;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-06-01;533,7045;3,5;71,5;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-06-01;576,8027;4,2;61,6;Patagonia
07.3;Transporte público;Grupos;2021-06-01;430,9725;1,3;32,6;Pampeana
07.3;Transporte público;Grupos;2021-06-01;424,9484;0,4;20,8;Noreste
07.3;Transporte público;Grupos;2021-06-01;386,5730;2,6;31,4;Noroeste
07.3;Transporte público;Grupos;2021-06-01;495,1030;0,5;43,6;Cuyo
07.3;Transporte público;Grupos;2021-06-01;364,8995;3,2;32,0;Patagonia
08.3;Servicios de telefonía e internet;Grupos;2021-06-01;460,2325;7,3;26,2;Pampeana
